Problem,TS-Ei-LM,SA-Ei-LM,TSL-Ei-LM,SAL-Ei-LM,TS-Si-LM,SA-Si-LM,TSL-Si-LM,SAL-Si-LM
bom_wide_2_10_10_5_No1,0.6671720728649192,0.09145433972760517,0.7999652799929882,0.2934929921260351,0.6456151446695069,0.45367300747321826,0.832421052122721,0.4121704629645041
bom_wide_2_10_10_5_No2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bom_wide_2_10_30_15_No1,0.3309878405076107,0.46768769615405875,0.5015074835098688,0.6110465019390822,0.5665320910928631,0.24748096384629328,0.34434763818613473,0.5520879485126317
bom_wide_2_10_30_15_No2,0.5209058470233389,0.45690156153613454,0.5038666338404221,0.5882763952854778,0.4132769814813259,0.5240059868494609,0.3861118838036602,0.33913980789958303
bom_wide_2_11_13_5_No1,0.7730009137991027,0.01729049124729561,0.849249775407808,0.0484118327081065,0.9680861710462582,0.20420654096394814,0.9077535138450894,0.20339122930027537
bom_wide_2_11_13_5_No2,0.5170843091334895,0.0772864949258392,0.7271467603434817,0.09603434816549569,0.5550858704137392,0.09407181889149102,0.6395495706479314,0.08521467603434818
bom_wide_2_7_20_10_No1,0.7660370358613663,0.09022788371349788,0.8905071313200473,0.050517241853990334,0.9590601172172786,0.12204843910765895,0.7998557547287494,0.10788656461907156
bom_wide_2_7_20_10_No2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bom_wide_2_7_20_5_No1,0.4,0.0,0.4,0.0,0.4,0.0,0.7,0.0
bom_wide_2_7_20_5_No2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bom_wide_2_9_10_5_No1,0.713024296702502,0.231059014410517,0.7100024293985434,0.19195909345514828,0.8197918776111738,0.19735700847052748,0.7986115565457377,0.1793870467859408
bom_wide_2_9_10_5_No2,0.8517092536044366,0.09239341085271317,0.7274731925458179,0.28236044878288435,0.7772276899652091,0.34126510128475657,0.7594935806977086,0.44292073087834716
bom_wide_3_10_10_5_No1,0.31918603456019606,0.005747917976718148,0.32364498643622663,0.026743289595727103,0.7229730792434947,0.23651058796599572,0.515543177497782,0.19565711386018225
bom_wide_3_10_10_5_No2,0.4797893344745936,0.007516368002930122,0.601300850478802,0.009186337276015682,0.8751622564260684,0.4962097175641695,0.8398641517447318,0.5580677170317592
