Problem,TS-Ei-LM,SA-Ei-LM,TSL-Ei-LM,SAL-Ei-LM,TS-Si-LM,SA-Si-LM,TSL-Si-LM,SAL-Si-LM
bom_deep_10_3_10_5_No1,0.6363259033524108,0.16351156522808563,0.5963811204879679,0.073243063718331,0.8410382306112993,0.39561851661947056,0.6499382436209967,0.411540878692463
bom_deep_10_3_10_5_No2,0.29526122737177224,0.47314796182582713,0.5051705588116702,0.39208932818343606,0.7999819455968491,0.539646248162808,0.5617861947817174,0.5507538684292508
bom_deep_10_3_15_5_No1,0.6222341166957405,0.13063778633169426,0.6410015373742342,0.22337195469037557,0.7138256994166798,0.26157902661456245,0.8986557401561864,0.17196856944585118
bom_deep_10_3_15_5_No2,0.6765250178238579,0.1336620196835933,0.7144858944730619,0.07272314064429923,0.7054823489698198,0.12212360257253432,0.8848045501084298,0.12169074449206736
bom_deep_10_5_10_5_No1,0.5244443860306239,0.015391317815381592,0.28755192588477885,0.009933494235956549,0.9818892509264447,0.9378236982730735,0.44421963503100786,0.6852081254294495
bom_deep_10_5_10_5_No2,0.5477600596707485,0.012283703210385336,0.19938885092140388,0.013099852088838052,0.9299599668878749,0.9562906215214981,0.5423462506522403,0.9093463265619699
bom_deep_10_5_20_5_No1,0.8639619807703204,0.8210785298233585,0.0,0.003838112756933627,0.975247216163796,0.9605266473962033,0.004384712062994329,0.004851029080696946
bom_deep_10_5_20_5_No2,0.7385407929988381,0.12961155055015144,0.5504189972622979,0.13633767154188192,0.5699854585597901,0.08598942138559686,0.8351974328220351,0.12301986171132695
bom_deep_10_5_30_15_No1,0.5139369280657647,0.03272660271476764,0.2578244584193063,0.004613098812571335,0.9007630915902572,0.9611242168156859,0.5484859686619261,0.9482571572372018
bom_deep_10_5_30_15_No2,0.4879728173744205,0.015566203437064736,0.3020279973908024,0.00597706681769933,0.9544362807022535,0.9727868626732998,0.579365740381451,0.8984526167694138
bom_deep_6_3_16_4_No1,0.18745865643839982,0.5042499441389234,0.2735224185122845,0.29428578587015347,0.4179621763782171,0.31142502938413913,0.0961244954754356,0.36496225317611397
bom_deep_6_3_16_4_No2,0.2066018974302569,0.3808959915640714,0.20889670663178586,0.2930103134752994,0.6692304399284763,0.4394837335118904,0.6156976588751129,0.3532566208432092
bom_deep_6_4_40_15_No1,0.7425005462384351,0.21141077537994493,0.0,0.0765007426809793,1.0,0.6511548755667594,0.013742533074579646,0.09603731743287479
bom_deep_6_4_40_15_No2,0.7588549325263293,0.13948732887544096,0.007713428234540158,0.11984236548172036,1.0,0.7593842729528573,0.10955990234158748,0.3273536597046012
bom_deep_6_5_10_5_No1,0.49809248415492097,0.7806880475010777,0.5401551247446237,0.567390754898402,0.33777250226923916,0.5839786263522939,0.6082054903672929,0.5272356534139604
bom_deep_6_5_10_5_No2,0.46591634407712723,0.5277361949705652,0.569029227243882,0.47069949975597164,0.42955402070712456,0.3936537640246489,0.5819414002150296,0.600682806168613
bom_deep_6_5_20_10_No1,0.25051863768506216,0.009737726454682013,0.20932006647795082,0.0338921742466219,0.9034757470454657,0.9302397763080965,0.7616347545573787,0.8856192275071552
bom_deep_6_5_20_10_No2,0.4726861027970289,0.017087933196519512,0.05561248554998125,0.01879269183800673,1.0,0.6198365545418926,0.12546442334309194,0.3516118447904487
bom_deep_6_5_30_10_No1,0.5527713832435553,0.0157657728129475,0.4993133108614242,0.00961448783931091,0.885632055554851,0.7424552046810907,0.8938337144557804,0.7233930094644287
bom_deep_6_5_30_10_No2,0.48786536999564145,0.23777622108770738,0.516065660053046,0.2175437073336452,0.9261524680858976,0.5641760905114028,0.6147003070862691,0.6526820775469566
bom_deep_6_5_30_15_No1,0.4852730764777922,0.33274935621128143,0.6534905906479789,0.18309385833739605,0.6798655114266008,0.3806132272458127,0.8162419953075768,0.4006515903892696
bom_deep_6_5_30_15_No2,0.7075660302863042,0.30931076486390396,0.522445002660317,0.3696668111803302,0.5601741345547951,0.42066494652928627,0.8222216853797055,0.44524624457043094
bom_deep_7_3_10_5_No1,0.73197816002048,0.46249568815032527,0.6530313055802582,0.48178524488349195,0.41141043109786474,0.6448688857497737,0.6828640297291692,0.3058607260614431
bom_deep_7_3_10_5_No2,0.4633213253137297,0.0682685329704699,0.4081010552576637,0.03921016177362428,0.9118592843009324,0.6229570775823678,0.8145052193263111,0.5113796280716815
bom_deep_7_3_15_5_No1,0.3182146696804794,0.5146718301558884,0.38602699180582195,0.42461668642754835,0.41097919226615504,0.747397233251504,0.2883443743203278,0.6442978310344214
bom_deep_7_3_15_5_No2,0.6375126438943176,0.029709152233826787,0.49580267890767954,0.029647908164396764,0.9877233293564872,0.6329902058769543,0.9024354851461552,0.6146062650485652
bom_deep_7_4_16_4_No1,0.821399734102965,0.03265437230745975,0.7653650433745665,0.03638676844783715,0.7509961723320503,0.2422314563192883,0.6260914611580451,0.2604478305882942
bom_deep_7_4_16_4_No2,0.3703899789999425,0.029209152797692935,0.3094135547846564,0.031259432402507024,0.9024022720224132,0.6230870068281086,0.7862304061036889,0.6012725690184362
bom_deep_7_5_10_5_No1,0.48987842211802146,0.25243125630933105,0.0024580919669862098,0.13398187315898114,0.90677422074831,0.9498131131694553,0.4031049857434126,0.6265909527749162
bom_deep_7_5_10_5_No2,0.47716153946569795,0.28010651064720354,0.0,0.12404899380726864,0.9257720400494065,0.9702218700218024,0.4463171101443987,0.6814850277886403
bom_deep_7_5_30_15_No1,0.575996504054624,0.15489913377140108,0.44943428875092045,0.2817610093170536,0.5652201608233062,0.30565182147231906,0.9074746974329999,0.253414722608183
bom_deep_7_5_30_15_No2,0.4900077566861949,0.08400808292246513,0.595408550810331,0.25189335812585373,0.7863708179192046,0.4069188593767913,0.7405872552864994,0.4315116611854248
bom_deep_8_3_16_4_No1,0.5845927367436381,0.32222674420329533,0.5528542259012348,0.40464344956810566,0.5827201910638579,0.19940418195880222,0.5181508747511279,0.34072080533021304
bom_deep_8_3_16_4_No2,0.3364194419908492,0.5318925920860074,0.4069019814975724,0.5511090473267738,0.3931647485395034,0.44571441606915485,0.2755797243566266,0.41487426792023624
bom_deep_8_3_20_5_No1,0.5396842466460738,0.20559358618912227,0.5340533730999072,0.25543224978669515,0.5412526820045461,0.237064410951444,0.6018030259664462,0.1738268474218488
bom_deep_8_3_20_5_No2,0.5609994836849993,0.5687681921029026,0.7122953964215137,0.3973895174654679,0.4583368201357535,0.42247062880240593,0.5377763010874053,0.5788017968337538
bom_deep_8_4_40_15_No1,0.5310773959956528,0.7887854578739153,0.0002605224579189996,0.14234282987582778,0.6598692925817307,1.0,0.03897301903207635,0.1536731686776444
bom_deep_8_4_40_15_No2,0.5611970635689179,0.7845414109515444,0.0,0.06084606118998422,0.7118361635560212,1.0,0.014509356799926893,0.0632464417709566
bom_deep_8_5_10_5_No1,0.37881168132645104,0.2664194344499875,0.015435872704396397,0.009203854866342662,0.8933293995765427,0.9468635675878835,0.1350154259380883,0.22871196574166622
bom_deep_8_5_10_5_No2,0.41941637913105073,0.312800268235483,0.015483824159586818,0.012285128074612395,0.879163969769994,0.969895606837413,0.12628279550760121,0.259110065185928
